B1,B2,B3,B4,B5,B6,B7,Class,Hyperfeature_1
10028,9129,8007,7616,8394,9941,9603,1,1.0591561298444586e-11
10052,9161,8051,7647,8592,9992,9557,1,8.73340491359398e-12
10029,9112,7972,7568,8303,9559,9340,1,1.1452212530163221e-11
10013,9107,7924,7454,8082,8713,8725,1,1.4033618877437246e-11
10059,9178,8087,7732,8815,10050,9584,1,7.71468369324877e-12
10645,9862,8911,8718,10252,11810,10961,1,4.831935010159858e-12
10729,9957,8977,8834,10480,11731,10779,1,4.586564543855027e-12
10698,9893,8955,8818,10507,11501,10585,1,4.5890573402143725e-12
10649,9840,8810,8692,10464,11432,10333,1,4.469608193441777e-12
10517,9720,8697,8483,10217,11747,10753,1,4.3410279905598814e-12
10475,9667,8608,8469,10611,11855,10485,1,3.663771296446146e-12
10444,9624,8619,8482,10660,11881,10302,1,3.701159123675156e-12
10502,9672,8671,8438,10070,11446,10515,1,4.71077240789549e-12
10550,9730,8735,8535,10232,11753,10797,1,4.433981716694641e-12
10501,9698,8649,8446,10182,11768,10742,1,4.342987205541446e-12
10500,9653,8679,8519,10493,11556,10211,1,4.0929884426798484e-12
10474,9646,8604,8446,10415,11467,10186,1,4.091594040081436e-12
10434,9576,8551,8367,10436,11648,10197,1,3.883781169971455e-12
10427,9581,8540,8369,10477,11978,10365,1,3.75732825459368e-12
10513,9657,8611,8391,10016,11495,10508,1,4.716626945139611e-12
10508,9671,8599,8338,9890,11424,10569,1,4.8501902070276365e-12
10353,9496,8504,8341,10659,12079,10382,1,3.4578935117910464e-12
10386,9537,8469,8274,10258,11598,10142,1,4.055771931764005e-12
10419,9589,8634,8475,10701,11688,10170,1,3.678086171710434e-12
10482,9639,8607,8455,10501,11723,10225,1,3.929437081552834e-12
10353,9495,8511,8344,10892,12465,10293,1,3.1729660172905257e-12
10515,9686,8691,8528,10353,12094,11046,1,4.075707269600492e-12
10464,9636,8612,8451,10446,11714,10279,1,4.010734316055291e-12
10436,9556,8588,8354,10175,11549,10280,1,4.352949553527119e-12
10467,9607,8623,8410,10253,11725,10608,1,4.1721964032400235e-12
10388,9541,8540,8375,10782,12308,10684,1,3.2223740708788905e-12
10492,9650,8679,8538,10873,12049,10274,1,3.4580444466824066e-12
10555,9765,8782,8612,10316,11985,11018,1,4.364271557429853e-12
10517,9647,8538,8199,9287,9671,9016,1,7.911132739289397e-12
10583,9710,8602,8254,9332,9918,9411,1,7.597084038342151e-12
10732,9901,8760,8473,9636,10387,9786,1,6.776815405202405e-12
10594,9752,8752,8398,9368,9981,9521,1,8.445715950548265e-12
10811,9985,8930,8634,9821,10556,10229,1,6.369052013862643e-12
10618,9789,8804,8535,9734,10436,9783,1,6.7866387248982325e-12
10687,9841,8887,8588,9740,10849,10341,1,6.623977261435225e-12
10564,9710,8664,8400,9789,10181,9381,1,6.0931395438585505e-12
10563,9735,8766,8584,10564,10619,9457,1,4.365521552389545e-12
10741,9930,8823,8540,9664,10234,9755,1,7.068250166859211e-12
10483,9678,8590,8337,9791,9873,9026,1,6.077087645143636e-12
10593,9720,8671,8386,9615,9903,9201,1,6.9657579473360414e-12
10668,9825,8762,8485,9639,10152,9515,1,7.139540753563781e-12
10581,9758,8748,8450,9708,10530,9901,1,6.346838006616168e-12
10523,9672,8558,8255,9493,10056,9285,1,6.8061804942106225e-12
10523,9670,8549,8216,9453,10177,9319,1,6.731323894925443e-12
10498,9655,8556,8217,9686,10465,9522,1,5.566048401488141e-12
10601,9770,8719,8409,9598,10093,9330,1,7.058576577957062e-12
10548,9673,8601,8308,9421,9797,9223,1,7.662056430252652e-12
10477,9609,8572,8254,9458,9727,8918,1,7.352544716774148e-12
10505,9639,8533,8242,9549,9710,8840,1,6.804678095503918e-12
10533,9681,8564,8259,9451,9874,9123,1,7.182771305686549e-12
10573,9733,8666,8419,9797,10205,9456,1,6.099590757080604e-12
10602,9771,8648,8425,9828,10105,9262,1,6.097262283276026e-12
10501,9621,8576,8272,9618,10285,9451,1,6.208155450058137e-12
10550,9704,8766,8485,9968,10535,9683,1,5.586604111004381e-12
10425,9569,8499,8228,10013,10061,8871,1,5.042748616248013e-12
10543,9707,8576,8340,9826,10095,9006,1,5.921712803085953e-12
10464,9618,8535,8203,9442,9823,9080,1,6.963093694661088e-12
10500,9641,8530,8282,9914,10683,9523,1,5.111120270091812e-12
10908,10161,9338,9201,11030,12559,11727,1,3.813589828191324e-12
10483,9683,8564,8416,10514,11799,10622,1,3.656179391815185e-12
10701,9944,8904,8732,10246,11793,11194,1,4.748381948751192e-12
11068,10367,9433,9303,10417,11727,11631,1,6.1712297038330915e-12
11088,10329,9444,9257,10445,11875,11630,1,5.734253640640705e-12
10499,9693,8839,8631,10513,12007,10892,1,4.0400403169259914e-12
10799,10050,9110,8908,10314,11563,11131,1,5.1282942183474574e-12
10956,10203,9289,9193,10569,11930,11571,1,5.111829025707977e-12
10642,9867,8791,8688,10851,12072,11052,1,3.420547029448363e-12
10979,10260,9382,9238,10477,11747,11499,1,5.667857998855459e-12
10380,9553,8704,8521,11304,12446,10562,1,2.861974418332879e-12
10730,9948,9015,8845,10474,11800,10985,1,4.543319714574757e-12
10767,10018,9110,8955,10520,11993,11522,1,4.525794707346131e-12
10789,10037,9186,8999,10510,11804,11353,1,4.745717072296297e-12
10881,10168,9268,9150,10635,11965,11568,1,4.75299198087775e-12
10316,9465,8433,8042,9561,10252,9303,1,5.558188746988007e-12
10266,9419,8360,7949,9214,9696,9097,1,6.7924107318596656e-12
10285,9419,8298,7868,8870,9382,8992,1,8.547166404714981e-12
10272,9414,8309,7899,8933,9485,9003,1,8.341775067258838e-12
10268,9410,8323,7900,9135,9592,9039,1,6.952027166374046e-12
10286,9391,8293,7860,8794,9478,8981,1,9.193978705806272e-12
10365,9499,8471,8124,9949,11184,10136,1,4.2778788678335856e-12
10239,9330,8198,7751,8560,9104,8793,1,1.0784071987793093e-11
10254,9367,8223,7776,8629,9281,9000,1,9.972334548402518e-12
10342,9481,8488,8163,10436,11780,10575,1,3.3308550236609252e-12
10380,9496,8400,7986,9084,9896,9337,1,7.513314481180259e-12
10264,9374,8272,7833,8676,9331,9076,1,1.0075858803429308e-11
10203,9277,8122,7672,8400,8890,8624,1,1.2194910933739447e-11
10389,9525,8401,7975,8919,9616,9236,1,8.774770157965715e-12
10288,9383,8265,7818,8611,9178,8974,1,1.0765062357785186e-11
10351,9485,8358,7950,9151,10145,9697,1,6.613507397839333e-12
10373,9505,8501,8174,10595,11945,10551,1,3.1207166567622505e-12
10228,9338,8208,7737,8381,9104,9005,1,1.3167207284265799e-11
10389,9499,8331,7910,9003,9877,9671,1,7.199671036641143e-12
10220,9306,8141,7667,8344,8828,8698,1,1.2892916077305945e-11
10390,9521,8423,7969,8925,9717,9320,1,8.553993888117527e-12
10373,9471,8484,8159,10117,11677,10609,1,3.844907136436546e-12
10204,9319,8156,7675,8299,8854,8690,1,1.4006686986433303e-11
10222,9316,8235,7771,9591,9660,8877,1,4.7663644870528754e-12
10381,9483,8364,7951,8991,10024,9771,1,7.55565620518962e-12
10341,9490,8462,8131,9788,11067,10362,1,4.636818047989658e-12
10229,9339,8214,7756,9147,9627,9104,1,6.0537986090565104e-12
10251,9354,8233,7745,8785,9479,9017,1,8.102624646528625e-12
10221,9309,8281,7819,9542,9968,9169,1,4.911520633194392e-12
10379,9506,8379,7938,9032,9857,9319,1,7.476357208084074e-12
10322,9426,8402,8002,9454,10671,10115,1,5.3332338051045486e-12
10318,9414,8259,7820,8872,9761,9615,1,7.536180540880677e-12
10367,9490,8408,7964,9342,10314,9521,1,5.844114362735433e-12
10380,9509,8431,7999,9431,10042,9464,1,5.6733862759257555e-12
10292,9393,8319,7924,9323,10618,10105,1,5.522804591228876e-12
10323,9418,8293,7835,8805,9793,9444,1,8.311396672841328e-12
9859,8993,7896,7440,7869,7962,7929,1,2.3244786487217315e-11
9905,9027,7950,7484,7874,8248,8367,1,2.4147275143069843e-11
9955,9090,8003,7614,8051,8232,8191,1,2.2363996600694067e-11
9911,9064,7945,7506,7866,7960,7973,1,2.7501829212552264e-11
9859,8975,7883,7423,7978,8150,8063,1,1.7652671024116014e-11
9881,9020,7921,7464,7877,8075,8168,1,2.3393221372511445e-11
9860,8967,7846,7365,7651,7773,7862,1,3.4775552711030625e-11
9907,9046,7910,7488,7828,7912,7953,1,2.925139228123588e-11
9840,8937,7806,7359,7806,8093,7978,1,2.2121809465240444e-11
9811,8930,7833,7387,7838,7972,7873,1,2.239373546257738e-11
9847,8950,7811,7347,7625,7670,7739,1,3.644658368798866e-11
9838,8957,7856,7405,7875,8082,7930,1,2.125241134804174e-11
9819,8947,7801,7325,7633,7712,7704,1,3.29953919864577e-11
9845,8954,7809,7339,7719,7839,7823,1,2.6320165464338326e-11
9838,8980,7887,7421,7940,8218,8087,1,1.8831072980700277e-11
9884,8988,7884,7410,7756,7807,7871,1,2.878644194857028e-11
9799,8933,7832,7364,7884,7986,7938,1,1.916290519477277e-11
9881,8979,7871,7402,7810,7951,7951,1,2.418563318082558e-11
9837,8939,7810,7329,7653,7688,7799,1,3.095300873669647e-11
9823,8965,7865,7400,7993,8127,8012,1,1.6640816843205146e-11
9879,9002,7944,7517,8194,8395,8195,1,1.4416513546061288e-11
9929,9068,8034,7641,8746,8789,8259,1,8.844266198550989e-12
9817,8980,7867,7450,7943,8164,8030,1,2.0215561242526815e-11
9801,8943,7824,7336,7738,7853,7876,1,2.4785884583030727e-11
9821,8946,7826,7347,7702,8052,8674,1,2.549457991903997e-11
9867,9044,8069,7721,8948,9469,8730,1,7.728992771636624e-12
9860,8972,7938,7531,8248,8206,8101,1,1.3904975658420837e-11
9838,8948,7824,7378,7766,7825,8086,1,2.5191278182431463e-11
9791,8919,7804,7334,7775,7925,7836,1,2.2839590828005184e-11
9858,8992,7971,7576,8969,9085,8335,1,6.996249521775025e-12
9975,9211,8337,8249,10288,11839,10422,1,4.180274726623261e-12
9965,9206,8401,8283,11299,11476,9869,1,2.990828966913594e-12
10015,9212,8461,8306,11609,11791,9868,1,2.7115621374620622e-12
9950,9123,8189,7955,9305,10223,9192,1,6.8603292124746305e-12
9977,9219,8479,8515,11476,12190,10096,1,3.1099480386545153e-12
9887,9119,8373,8296,11842,12025,9718,1,2.6456294706311475e-12
9841,9053,8319,8098,12107,12062,9464,1,2.332071602047097e-12
9966,9190,8423,8328,11591,12027,9848,1,2.7977771854158775e-12
9925,9192,8469,8424,11263,12372,10254,1,3.1550434659166193e-12
9897,9129,8334,8232,10973,11783,9653,1,3.4014109722013393e-12
9829,9045,8298,8142,11355,11209,9371,1,2.984517954505494e-12
9887,9117,8217,8086,10145,11053,9649,1,4.443232561213808e-12
9951,9210,8367,8271,10897,11349,9717,1,3.496173621463226e-12
10026,9277,8518,8510,11053,12153,10422,1,3.448965090286879e-12
9930,9133,8341,8179,10343,11843,10605,1,3.8534671383588535e-12
9849,9019,8034,7778,8990,9682,8883,1,7.873924458661393e-12
9957,9188,8338,8245,10013,11600,10271,1,4.907665403922118e-12
9835,9044,8118,7906,9830,10933,9562,1,4.705175728317091e-12
9779,8934,7932,7634,9051,9367,8655,1,6.8571600927391805e-12
9846,9041,8139,7946,9851,10589,9173,1,4.9870462828693825e-12
9957,9199,8323,8227,10299,11374,10021,1,4.275955341922548e-12
9922,9123,8134,7936,9526,10531,9732,1,5.527936276907092e-12
9856,9007,8054,7764,9087,10040,9227,1,6.906503015976093e-12
9778,8977,8003,7782,9809,10137,8863,1,4.798592599895766e-12
9940,9168,8312,8226,10312,11069,9894,1,4.328372973820343e-12
9819,8975,7923,7548,8325,8858,8375,1,1.253910604459086e-11
9831,8973,7946,7591,8613,9321,8649,1,9.300306586000015e-12
10009,9259,8490,8443,10122,10967,9800,1,5.5062299344715924e-12
9979,9231,8482,8391,10895,11473,9926,1,3.6256410476105463e-12
9951,9154,8270,8062,10321,11023,9519,1,4.0123137491319245e-12
9929,9123,8259,8092,10031,11253,10168,1,4.439435493254404e-12
9886,9042,8065,7796,9116,10014,9305,1,6.863788166914417e-12
9906,9113,8301,8145,10213,11416,9738,1,4.396142533770989e-12
9887,9117,8240,8060,9804,10960,9826,1,5.103911585727119e-12
9918,9118,8199,7991,9360,10588,9735,1,6.462168516693847e-12
9877,9049,8076,7781,8786,9656,8893,1,9.385005345126271e-12
9873,9045,8000,7666,8682,9261,8679,1,9.328816238656973e-12
9880,9055,8107,7823,9129,9771,8748,1,7.385657040442508e-12
9999,9178,8322,8153,10207,10748,9341,1,4.536372824597849e-12
9965,9138,8220,7951,9794,10163,9149,1,5.008922011410509e-12
9944,9102,8078,7729,8692,8989,8558,1,9.913939166678366e-12
9939,9195,8403,8311,10547,11221,9928,1,4.051764632453289e-12
9923,9130,8303,8155,10105,10974,9673,1,4.68709034557316e-12
9909,9114,8266,8035,10291,10921,9598,1,3.994088353399938e-12
9893,9077,8138,7900,9084,10570,9689,1,7.444499314248913e-12
9882,9061,8086,7797,9050,10441,9682,1,6.921244671805976e-12
9895,9080,8063,7778,8930,9915,9266,1,7.82335064338228e-12
9919,9086,8060,7731,8707,9409,8759,1,9.62479167156909e-12
9939,9112,8224,8066,9597,11139,10034,1,5.686272190072384e-12
9959,9171,8304,8154,9931,11306,10261,1,4.807779402197591e-12
9962,9184,8391,8248,10313,11474,10354,1,4.144545906199537e-12
9877,9044,8077,7817,9194,10097,9269,1,6.635561996570812e-12
9867,9027,8030,7728,8970,9779,9416,1,7.140063352302233e-12
9942,9096,8172,7929,9088,10285,9904,1,7.41122843438536e-12
10015,9205,8299,8093,9445,10171,9719,1,6.515088147707303e-12
9987,9145,8159,7831,8749,9396,9098,1,9.853491389666475e-12
9941,9148,8349,8200,10352,12305,10868,1,3.786562392510102e-12
9867,9051,8125,7885,9573,10844,9677,1,5.245478958318524e-12
9798,8926,7896,7517,8344,9119,8644,1,1.144635933157854e-11
9825,8974,7999,7681,8882,9301,8493,1,8.201193856622409e-12
9897,9074,8169,7886,9359,10158,9139,1,6.297104204246541e-12
9979,9152,8173,7873,8919,10080,9435,1,8.414385030770469e-12
9970,9159,8261,8072,9580,11285,10448,1,5.482163218615227e-12
9901,9085,8122,7912,9245,10646,9863,1,6.517280262127463e-12
9942,9124,8243,8093,10360,11654,10627,1,3.6359051465504788e-12
9939,9103,8142,7939,9539,10592,9907,1,5.397729626596866e-12
9924,9064,8054,7772,8812,9820,9290,1,8.629750760169061e-12
9838,9018,7978,7641,8673,9380,8677,1,9.211705042272671e-12
9957,9119,8187,7947,9733,10748,9862,1,4.8234686486143035e-12
9938,9099,8094,7743,8682,9216,8832,1,9.877294626376356e-12
9869,9021,8008,7719,8829,9822,9156,1,8.223210788098327e-12
9837,9001,7958,7615,8540,8884,8296,1,1.0724374499716697e-11
9962,9120,8150,7874,9100,10641,10130,1,6.7420492535146746e-12
9988,9181,8193,7941,9058,10569,10252,1,7.329547192843113e-12
9930,9103,8141,7832,8801,9394,9016,1,9.54104911576965e-12
9890,9069,8049,7712,8853,9267,8595,1,8.400495344317398e-12
9953,9157,8265,8061,9424,10423,9747,1,6.493232358283991e-12
9794,8953,7944,7624,8927,9615,8782,1,7.292224107840017e-12
9967,9169,8279,8075,9890,11503,10339,1,4.592673625322306e-12
9908,9083,8164,7932,9590,10533,9525,1,5.422475423971755e-12
9872,9011,8034,7719,9473,10031,9000,1,5.281290048689141e-12
9891,9080,8116,7825,9497,10303,9518,1,5.278598501376788e-12
9890,9090,8107,7777,9151,9672,8932,1,6.761894692910428e-12
9925,9119,8112,7801,8892,9670,9003,1,8.438842510047934e-12
9962,9155,8198,7939,9252,10168,9581,1,6.701055850574634e-12
9982,9180,8212,7984,9344,10733,10279,1,6.059574016994956e-12
9924,9124,8141,7879,9314,10413,9893,1,5.932155188117058e-12
9801,8947,7950,7593,9034,9504,8577,1,6.691330075835276e-12
9941,9057,8011,7674,8513,10089,10041,1,9.691778689963606e-12
9917,8996,7941,7573,8334,10103,10054,1,1.0580529927925657e-11
9947,9044,7969,7592,8303,9690,9813,1,1.152350251191482e-11
9931,9044,7996,7630,8293,9890,9930,1,1.2312889387008923e-11
9949,9068,8006,7639,8348,9940,9997,1,1.1398575092959511e-11
9989,9060,8022,7688,8591,10479,10442,1,8.634206707418088e-12
9944,9013,7959,7565,8242,9786,9813,1,1.2076425479480064e-11
9846,8971,8258,8037,11989,13714,9970,1,2.247502977587153e-12
9937,9101,8323,8223,11539,14047,10505,1,2.5788477503459158e-12
9907,8993,7916,7485,8196,9511,9526,1,1.1728727319432392e-11
9960,9061,8006,7625,8331,9752,9794,1,1.1637611117333945e-11
9957,9062,8003,7620,8301,9703,9680,1,1.219781638505044e-11
9869,9018,8295,8107,11939,13756,10034,1,2.315373074837527e-12
9907,9009,7931,7549,8192,9841,10002,1,1.2517982146603665e-11
9944,8998,7942,7552,8240,9770,9888,1,1.1797502537018893e-11
9968,9076,8009,7628,8269,9781,9934,1,1.2611256920931058e-11
10025,9128,8081,7706,8370,9849,10441,1,1.1583044231320588e-11
9984,9067,8018,7679,8453,10370,10418,1,1.0075109650895085e-11
9893,9041,8317,8181,11931,14055,10335,1,2.3214527938650906e-12
10036,9157,8104,7752,8546,10001,10962,1,9.270516447162956e-12
9979,9078,8010,7618,8278,9931,10465,1,1.15794798496288e-11
9935,9031,7967,7595,8309,10191,10265,1,1.1010317938643016e-11
9867,9020,8308,8113,12089,13948,10176,1,2.2001451037790833e-12
9893,9028,8316,8153,12011,13786,10072,1,2.303153608284557e-12
9966,9055,8022,7678,8545,10498,10545,1,8.907145340428121e-12
9927,9031,7971,7624,8377,10408,10430,1,1.0356662345831255e-11
9862,9013,8307,8099,12198,13947,10159,1,2.1333167316988933e-12
9877,9014,8292,8111,12066,13915,10099,1,2.2311154408970527e-12
9959,9110,8359,8241,11662,13806,10326,1,2.5350480694050286e-12
10030,9181,8403,8417,11503,13621,10330,1,2.8720574782013226e-12
9957,9086,8321,8288,11553,13666,10276,1,2.719665186081502e-12
9932,9092,8274,8176,11334,13454,10163,1,2.787635970469369e-12
9887,9016,8234,8136,11645,13718,10205,1,2.518466641197518e-12
9988,9158,8364,8396,11426,13593,10241,1,2.9693860790749295e-12
9889,9031,8205,8080,11556,13751,10154,1,2.5242885080276904e-12
9923,9074,8283,8178,11595,13524,10060,1,2.608686106920078e-12
9819,8951,8187,7894,12050,13319,9812,1,2.123721472613805e-12
10003,9166,8250,8063,9828,11432,10722,1,4.5415984889479654e-12
10029,9168,8211,7999,9481,11309,10869,1,5.261448370504573e-12
9999,9151,8183,7981,9622,11577,10851,1,4.777476969731536e-12
10010,9153,8227,8067,9753,11902,11119,1,4.605340823905817e-12
9969,9118,8147,7863,9452,11139,10489,1,5.009214955483772e-12
10052,9200,8261,8050,9726,11848,11182,1,4.526112339659153e-12
10084,9194,8208,7936,8964,10551,10411,1,7.732912089100725e-12
10057,9190,8223,7954,9127,10557,10097,1,7.028563181236255e-12
10057,9170,8228,8012,9489,11325,11005,1,5.2045030840148216e-12
10044,9173,8235,8035,9626,11465,10781,1,4.960904142882116e-12
10063,9218,8319,8193,9828,11886,11222,1,4.7409195703390615e-12
10036,9192,8211,7964,9380,11412,10763,1,5.4941332551906205e-12
10033,9163,8201,7963,9445,11390,10663,1,5.3221916331643624e-12
10024,9196,8259,8048,9606,11569,10731,1,5.088629139272015e-12
10126,9281,8329,8099,9362,11249,11046,1,6.0066019214092956e-12
10123,9283,8399,8272,9786,12027,11623,1,4.9266506787114316e-12
10081,9247,8348,8225,9678,11713,11096,1,5.392036682936397e-12
10072,9232,8294,8145,9782,11830,11181,1,4.6997775941556166e-12
10091,9277,8365,8172,9596,11610,11185,1,5.354304058388e-12
10059,9251,8301,8109,9682,11645,11180,1,4.8404994119355e-12
10066,9225,8304,8117,9569,11985,11510,1,5.112561091317726e-12
10139,9290,8397,8275,9801,12396,12025,1,4.7180375821864084e-12
10092,9284,8376,8249,9679,11918,11403,1,5.317388636448835e-12
10082,9228,8269,8069,9454,11515,10974,1,5.5682333970476506e-12
10072,9205,8235,8014,9546,11724,11098,1,4.9475714752511585e-12
10060,9215,8260,8032,9524,11845,11410,1,4.9490240518486244e-12
10072,9231,8264,8037,9370,11375,11128,1,5.667426462729936e-12
10159,9285,8358,8167,9502,11834,11686,1,5.42303900751482e-12
10115,9240,8277,8034,9229,11500,11314,1,6.171187780440537e-12
10068,9189,8217,7976,9312,11370,11079,1,5.653775046718868e-12
10063,9201,8234,8008,9457,11858,11353,1,5.113234841852986e-12
10044,9194,8231,8001,9353,11807,11472,1,5.430113480716002e-12
10081,9220,8276,8062,9435,11865,11899,1,5.171893438140859e-12
10084,9226,8290,8103,9482,12010,12188,1,5.0651714262837976e-12
9998,9120,8116,7781,8963,11060,10849,1,6.379896536567895e-12
10093,9227,8294,8116,9551,12402,12126,1,4.900831680218598e-12
10058,9206,8230,8000,9261,11573,11559,1,5.761853166236393e-12
10083,9217,8230,8031,9289,11337,11123,1,6.026393466576684e-12
10052,9186,8229,7998,9570,12266,12018,1,4.456070722089833e-12
10009,9131,8149,7885,9235,11364,11158,1,5.542043367918614e-12
10111,9265,8332,8186,9565,12030,11912,1,5.226437176246973e-12
9997,9120,8119,7810,9226,11223,11092,1,5.2464058266573146e-12
9962,9110,8135,7773,8864,9869,9399,1,7.980837416725492e-12
10005,9151,8156,7819,8939,9791,9253,1,7.900216190715164e-12
10093,9271,8262,7952,8897,9489,9054,1,9.559791032594313e-12
10046,9229,8262,7950,8991,9751,9055,1,8.753103478667321e-12
10020,9203,8254,7937,9316,10040,9212,1,6.515278085740794e-12
10074,9270,8271,7970,9123,9594,9122,1,7.819114379174818e-12
10022,9164,8164,7821,8708,9274,8906,1,1.0327038263965458e-11
10152,9343,8327,8013,8677,9262,9047,1,1.3532906872509262e-11
10072,9266,8283,7964,8871,9274,9074,1,9.969210503818975e-12
10048,9234,8249,7925,8975,9562,9816,1,7.961664867869472e-12
10007,9206,8254,7990,9304,9984,9571,1,6.6757727169719794e-12
9979,9170,8190,7911,9461,9936,9593,1,5.616119838489195e-12
9980,9166,8188,7930,9188,10206,9615,1,6.9410986488990606e-12
10018,9190,8200,7885,9033,9743,9041,1,7.934775558588192e-12
10154,9364,8411,8122,8942,9538,9331,1,1.0780470895423926e-11
10132,9328,8318,8065,9064,9786,9315,1,8.89114640227157e-12
10003,9178,8177,7846,8760,9429,8986,1,9.984163346108553e-12
10004,9179,8188,7911,9214,9688,9031,1,7.0735206241000754e-12
10054,9240,8226,7929,8845,9389,8988,1,9.992605473512902e-12
10095,9295,8332,8036,8951,9659,9426,1,9.576930770187519e-12
10058,9236,8291,8072,9663,10155,9446,1,5.629135657141373e-12
9990,9157,8154,7892,9542,9736,9000,1,5.622873200311106e-12
10016,9190,8189,7898,8918,9392,9026,1,8.988724288275661e-12
10021,9227,8258,8002,9156,9990,9430,1,7.706073221068205e-12
10032,9207,8255,7978,9064,9913,9295,1,8.269630410872437e-12
10070,9226,8203,7868,8468,9014,8848,1,1.530089045128195e-11
10079,9248,8239,7923,8752,9324,9020,1,1.0931467668492856e-11
9999,9180,8194,7933,9181,9855,9152,1,7.325699544408893e-12
10002,9174,8179,7929,9372,9923,9137,1,6.3536177865155194e-12
10046,9222,8246,7980,9100,9703,9242,1,8.053045885641635e-12
9977,9161,8174,7871,8879,9953,9273,1,8.87159166389416e-12
9963,9121,8051,7639,8124,8742,8556,1,1.922109356846897e-11
10050,9209,8181,7826,8662,9204,9099,1,1.063395497811534e-11
9989,9145,8182,7906,9263,9760,9359,1,6.584747513604173e-12
9978,9166,8144,7845,8928,9571,9112,1,8.373029294098276e-12
10066,9229,8211,7918,8800,9487,9102,1,1.0238066693940663e-11
9959,9122,8091,7698,8526,9195,8986,1,1.0835552508084638e-11
10030,9202,8162,7815,8815,9371,8991,1,9.017169111073485e-12
10076,9252,8261,7967,9316,10217,9568,1,6.385576511203906e-12
10011,9199,8182,7882,9071,9789,9348,1,7.418135250923361e-12
9973,9145,8086,7724,8648,9008,8701,1,1.0062366337132263e-11
9962,9129,8102,7727,8561,9250,9016,1,1.0776553455006835e-11
10033,9248,8250,7931,9087,9759,9311,1,7.63429885774868e-12
10107,9348,8378,8106,9304,10131,9614,1,7.2072724152843275e-12
10096,9345,8437,8177,9967,10202,9301,1,5.045318917310573e-12
9975,9152,8187,7872,9167,9794,9174,1,6.978915828972069e-12
10123,9336,8375,8126,9175,10031,9691,1,8.206437355468195e-12
10063,9256,8271,7940,8803,9426,9199,1,1.0308150503686194e-11
9969,9158,8154,7839,8953,9485,8992,1,8.240563257404799e-12
10194,9422,8489,8271,9371,10052,9583,1,7.959350056141922e-12
10075,9297,8348,8135,9216,10351,9812,1,7.979240494061466e-12
10049,9239,8257,7978,8838,9663,9297,1,1.0384287028702489e-11
10044,9247,8263,7955,8790,9478,9218,1,1.0713018978142312e-11
9973,9177,8217,7922,9541,9782,8930,1,5.7720692221663406e-12
9945,9117,8141,7798,8982,9551,8992,1,7.73791516653425e-12
10012,9191,8184,7867,8899,9432,8972,1,8.875648821739495e-12
10046,9247,8262,7972,8960,9582,9165,1,9.14462591208552e-12
10081,9270,8273,7969,8927,9488,9044,1,9.480586775974659e-12
10126,9323,8332,8069,9020,9783,9399,1,9.260499142216034e-12
10161,9385,8463,8272,9369,10711,10249,1,7.541154900676679e-12
10771,9934,8879,8256,9866,9416,8695,1,5.1250684321704515e-12
10785,9909,8814,8155,9696,9257,9103,1,5.033125102482537e-12
10846,9953,8849,8221,9564,8901,8975,1,5.869769229000552e-12
10085,9289,8297,8035,9045,11038,11043,1,7.447274480780907e-12
10055,9251,8260,7960,8939,9677,9523,1,8.845428088687959e-12
10041,9256,8254,7968,9066,9536,9120,1,8.264882712061014e-12
10025,9232,8248,7961,8930,9660,9338,1,9.175479554219586e-12
10756,9867,8807,8311,10381,9466,8494,1,4.203006333201211e-12
10628,9732,8589,7996,9137,8539,8264,1,7.632615223618688e-12
10746,9855,8696,8090,9230,8648,8493,1,7.340203016652756e-12
10897,9974,8827,8200,9219,8500,8393,1,8.19496034308719e-12
10010,9200,8171,7847,8642,9822,9831,1,1.0469968260752866e-11
10005,9162,8120,7722,8525,9809,10059,1,9.918039451984405e-12
10704,9815,8661,8020,8929,8370,7992,1,9.730270979761228e-12
9996,9190,8161,7840,8615,9953,10008,1,1.0570559849182883e-11
10771,9874,8756,8130,9420,8531,7976,1,6.898447030323497e-12
10697,9783,8676,8046,9069,8417,8198,1,8.50203554085891e-12
10781,9878,8754,8127,9237,8562,8332,1,7.660439188001895e-12
10721,9828,8749,8123,9743,9128,8705,1,5.075633511544121e-12
10705,9796,8736,8095,9880,9378,9032,1,4.436734935465622e-12
10059,9267,8269,7993,8989,11081,11270,1,7.38396124088333e-12
10726,9828,8774,8193,10201,9827,9123,1,3.961721623291554e-12
10830,9925,8798,8138,9688,8711,7868,1,5.7424390183582415e-12
10737,9835,8672,8067,9071,8597,8277,1,8.551471631053776e-12
10673,9786,8671,8037,9419,8756,8224,1,6.275320115827963e-12
10594,9712,8621,7998,9600,8976,8319,1,5.411315754890861e-12
10636,9711,8658,8054,9736,9153,8533,1,5.05400478996451e-12
10031,9197,8188,7877,8838,10740,10910,1,7.83439206803422e-12
10591,9675,8618,8070,9859,9525,8676,1,4.7514126987099724e-12
9985,9169,8101,7763,8574,10128,10443,1,9.594102765096134e-12
9986,9160,8133,7774,8575,10204,10490,1,9.668147346832159e-12
10020,9189,8151,7814,8622,10582,10845,1,9.284510900787425e-12
10724,9833,8663,8024,9083,8427,7966,1,8.354768467740317e-12
10573,9659,8591,7936,9653,8951,8085,1,5.171051720524741e-12
10464,9558,8510,7934,9608,9193,8467,1,5.21801185670978e-12
10795,9872,8742,8099,9271,8536,8160,1,7.362180009411768e-12
