X0,X1,X2,X3,X4,X5,Class,Hyperfeature_1,Hyperfeature_2,Hyperfeature_3,Hyperfeature_4
67,56,51,92,60,32,3,325683.9524943893,1.9286231884057972,-91.25704809286898,-127117.0377132196
67,56,51,94,61,32,3,335738.6762221071,1.9630275549354728,-93.22985074626867,-127151.78997867803
67,56,52,90,60,32,3,307250.0301756229,1.8612962962962962,-89.27238805970151,-127172.93323560768
67,56,52,91,58,31,3,302216.82461387425,1.960212201591512,-90.36069651741293,-123232.39885394456
68,54,50,93,58,30,3,311843.5414310532,2.0126065999258436,-92.31801470588235,-116774.48039215685
68,55,49,91,59,32,3,337765.3772953556,1.910411622276029,-90.26617647058823,-126567.36016042781
68,55,49,92,57,31,3,332041.21307151974,2.0127765064836005,-91.33088235294117,-122638.9371657754
68,55,50,90,59,32,3,323456.23602751945,1.8760828625235404,-89.27941176470588,-126623.22780748663
68,55,50,91,60,31,3,318330.4317873736,1.8783882783882784,-90.25147058823528,-122789.95401069519
68,55,50,92,59,31,3,323153.71602081676,1.9443625644804716,-91.2826797385621,-122759.22780748663
68,55,50,93,58,30,3,317393.3413541739,2.0126065999258436,-92.31801470588235,-118863.50160427808
68,55,51,87,58,31,3,290353.58800820814,1.8040031708283788,-86.32983193277312,-122779.35454545455
68,55,51,89,58,32,3,309631.25467327813,1.873498643936459,-88.33403361344538,-126646.35454545455
68,55,51,92,59,31,3,314449.2636351323,1.9441783345615329,-91.30147058823529,-122816.09545454546
68,55,51,92,60,30,3,304381.08982204826,1.9117753623188407,-91.26797385620915,-118980.83636363636
68,55,51,94,62,34,3,355723.0224857967,1.9150652024708303,-93.21390374331553,-134520.31818181818
68,56,49,72,45,26,3,197780.2782495393,1.6527777777777777,-71.07352941176471,-104794.41754201679
68,56,50,76,47,27,3,216448.1348496691,1.7541993281075028,-74.93627450980392,-108831.53203781512
68,56,50,90,59,31,3,318826.6359506753,1.8760828625235404,-89.27941176470588,-124914.24842436974
68,56,51,75,48,28,3,213591.40030679503,1.6752777777777776,-73.92647058823529,-112838.96428571428
68,56,51,92,58,31,3,319865.84282395977,1.9776986506746628,-91.34033613445378,-124942.375
68,57,49,90,58,31,3,333392.8120750922,1.9086206896551725,-89.29411764705884,-126980.68885448916
68,57,50,92,59,32,3,345246.95587612723,1.9443625644804716,-91.2826797385621,-131075.26831785345
68,57,51,82,53,29,3,257607.9017461834,1.7839392544868844,-81.82352941176471,-118939.68859649122
68,57,51,93,60,31,3,330505.32497195737,1.9453405017921146,-92.26960784313727,-127164.87719298246
68,58,52,85,56,30,3,277986.22144794435,1.796218487394958,-84.48897058823529,-125180.75456389453
69,55,50,90,59,30,3,307522.4360270098,1.8589453860640301,-89.28985507246377,-120571.08998682478
69,56,50,95,61,32,3,360079.4464611781,1.9630716134598791,-94.2411067193676,-130742.542184265
69,57,51,82,53,29,3,261269.43116281147,1.7648412333179935,-81.82608695652173,-120621.60373760488
69,57,52,83,53,29,3,258547.4899838894,1.8026824278245057,-83.43478260869566,-120681.37185354691
69,57,52,86,54,29,3,272453.6825545139,1.881352282515073,-85.84057971014492,-120714.11670480549
69,57,52,86,55,30,3,281930.81102150446,1.8471458773784355,-85.61835748792271,-124799.86155606408
70,57,52,85,54,30,3,280965.6056416238,1.8252723311546841,-84.83571428571429,-126508.02656641604
70,58,51,84,52,29,3,279010.40138793306,1.8569139194139195,-84.45714285714286,-124355.83399014779
70,59,52,84,53,28,3,266376.37444017775,1.821653189577718,-84.44285714285714,-122274.32905569008
